Time,SUP,ECRL,ECRB,ECU,FCR,FCU,PQ
0.0,0.30472864988010273,0.4801854785303742,0.1576638450878535,0.47945977885489754,0.2247325808041942,0.2693305795890303,0.4310810375281767
0.01,0.30391563420269796,0.5051682972802671,0.18907236740602867,0.4568188108888008,0.24012694424784423,0.24301898167945876,0.41706613962106065
0.02,0.3017013338484121,0.5163303106785452,0.2036974485216619,0.454016129300092,0.23253036495795584,0.2148457835807254,0.4113669450112558
0.03,0.300684025894826,0.5297278620741442,0.2072208164110294,0.44059162445721284,0.23831940049390493,0.19433789748945596,0.3975757152552159
0.04,0.2991573838308252,0.5387127200223588,0.22924177470622698,0.45257242838151296,0.2292024832341936,0.17682247775911275,0.3876545566960121
0.05,0.29666176705451675,0.5410065737474876,0.2371454089407658,0.4744651899124458,0.21989151512501898,0.16377504067442797,0.379024584462965
0.06,0.29386839250969515,0.5386699695659687,0.23574256589943163,0.4794752756924003,0.21715668426709153,0.15721188164180197,0.37130031863260826
0.07,0.29088338443596434,0.5346408452384631,0.23337106004572494,0.4824928468737829,0.2188485264547474,0.1538597667245816,0.36394564030964066
0.08,0.2878677836717142,0.5301917026496543,0.2318188500139493,0.49352170839748877,0.21785673249507492,0.15038514184037993,0.3567060575903666
0.09,0.28484555933528816,0.5254918390132994,0.23061133920456117,0.5071329505169616,0.21611240232739384,0.14707183396712495,0.3496671674337142
0.1,0.28181010287064107,0.5202718843845158,0.22892674679800132,0.518810395361723,0.21495793196237856,0.1444428756881735,0.34269118741773674
0.11,0.27879178835395996,0.5149598592166302,0.22684283341378206,0.528512821194743,0.21449162066525057,0.1421604735598625,0.3358608801652226
0.12,0.27577996061625476,0.5099088263607269,0.22466395738517964,0.5371699526172744,0.21443202643171638,0.1398391779346118,0.3290776748158884
0.13,0.2727442436539847,0.5052122578498899,0.22239091069159242,0.5438084740516124,0.21646092629035074,0.13758029220541848,0.32245656346265694
0.14,0.2696209876907139,0.5007252786721001,0.21983323760670054,0.5475964807981023,0.22073553995748527,0.13555479765457376,0.31604953222763493
0.15,0.26641699137855396,0.49642108487716957,0.2170513279288607,0.5492068792066638,0.22596974191492863,0.1337108815159041,0.30987398222147344
0.16,0.26316728080694857,0.4923414869474214,0.21427180680068653,0.5500938644788435,0.23082935460519216,0.13187192939599834,0.303838123489328
0.17,0.25993587772945737,0.4885075632217425,0.2116644717951784,0.5512467924859811,0.23479708235881339,0.1299844185650823,0.2979057065323511
0.18,0.2567413499241335,0.4848240238690416,0.20923540890738226,0.5529805928036107,0.23810513194304173,0.1280904580401029,0.29203993448499704
0.19,0.253542684071812,0.48112647117116303,0.20691962093394164,0.5554816623760858,0.24096252197577409,0.12621419503194192,0.2861146800561903
0.2,0.25043805774608324,0.4775352931577505,0.20474703232125555,0.558506803137226,0.24301341298905618,0.12441073582140787,0.28030760948202366
0.21,0.24736788974616947,0.4739080634531466,0.20265756703437268,0.5622780690261756,0.24459529510422046,0.12266272866624829,0.27449829572798756
0.22,0.24429647272877122,0.4701632630703117,0.20060429524422185,0.5668371055300926,0.24576559373921486,0.12096980274209804,0.2685964909174015
0.23,0.2412765015231322,0.46641658593633784,0.19859557067255582,0.5717171182490555,0.2465511651794128,0.11937991947616958,0.2628045533770504
0.24,0.23826592938169533,0.46265564593087244,0.1966248602206897,0.5769752518047061,0.24706903305509506,0.11783430939574978,0.2570013745716877
0.25,0.23530735369786454,0.45893281396395225,0.1947002869755211,0.5823810496472205,0.24732515160975915,0.1163580428086883,0.25123395737787
0.26,0.2323994356501406,0.45527572973194264,0.19282691767838728,0.5878567958831236,0.247393084670586,0.11492782749219219,0.24550458763113922
0.27,0.22950169746039598,0.45160125191992523,0.19097330375855526,0.5935991843768129,0.24736199888746457,0.11353427111591048,0.23973507612057599
0.28,0.22667078842974514,0.4480558636859208,0.18917869340104854,0.5991079682424022,0.24729161506451677,0.11218662297110182,0.23404731262576897
0.29,0.22383945321468743,0.4445370585635521,0.1873976908635781,0.6046140146053421,0.2472108432328989,0.11085950776796413,0.22831343586083147
0.3,0.22107447605694067,0.44121041328345617,0.18567176298068325,0.6095034881812064,0.247182867731112,0.10957450811361696,0.22270422741224044
0.31,0.2182824183226334,0.43795335992075474,0.18394122485777512,0.6139962827180883,0.24754147736144322,0.10831234124843415,0.21712600671062254
0.32,0.2154932016984706,0.434862175100942,0.18222303400433076,0.6176813309846685,0.24835742366910274,0.10708842050993808,0.21166020398501062
0.33,0.2126740618155084,0.43189121531915586,0.18049926405619848,0.6206446594674359,0.24954876372001136,0.1059061070370781,0.20633720508107667
0.34,0.20981602354723838,0.4290435673812263,0.17877619193369199,0.6229280012261579,0.25104029053957333,0.1047548546035154,0.2011385863094784
0.35000000000000003,0.20692805258760422,0.4263114969105908,0.17707180596876207,0.6247060187794922,0.25265885887886086,0.10363025051164244,0.1960834779981844
0.36,0.20401147911293058,0.42367641980713294,0.17539511134768168,0.6261409486147475,0.25428914307748324,0.10252242721780357,0.1911168102707673
0.37,0.20108627960341469,0.4211185079454665,0.173759260258647,0.627438289412976,0.2558094159518043,0.10143400810571392,0.1862597455761935
0.38,0.1981475980703405,0.41862091867066226,0.17217270794184508,0.6287388416673623,0.257117797983724,0.10035168463694492,0.1814730715834248
0.39,0.19525186889680418,0.41619801153684466,0.17064530374932477,0.6300859425084312,0.25821982110403946,0.09929260878062555,0.17674833782548782
0.4,0.1923610115900662,0.41380796288262217,0.16916520066238305,0.6315696348787856,0.25913290514899706,0.09823039061400118,0.1719975568483614
0.41000000000000003,0.18951926751231882,0.41151496225358536,0.1677540471568217,0.633072324188471,0.2598546418376846,0.09717509666474175,0.16729722007725348
0.42,0.18670695774491797,0.40930749471132344,0.1664019872245544,0.6345532922411712,0.2604964452116637,0.09611312690783189,0.16259380814761534
0.43,0.18392854767751796,0.40723823084662,0.16512334160784925,0.6358642686383508,0.2611008559658535,0.09502930747399357,0.15790300297164356
0.44,0.18122140275302046,0.4053392637043105,0.1639254342854902,0.6369065081132497,0.26169853500890194,0.09393633977560892,0.15324633089466594
0.45,0.1785392768692623,0.40361198311176055,0.16280461812525962,0.6376030820116837,0.2623784944633747,0.09279635094339617,0.1485447747905301
0.46,0.17592163398493849,0.40210200483037517,0.1617761304273174,0.6378772229973976,0.26311342149820316,0.0916297981880876,0.143903258440387
0.47000000000000003,0.17331210977954095,0.4007688427200029,0.1608213835193904,0.6377673091948909,0.2639875147442723,0.09041406835547296,0.13923662280233332
0.48,0.17075640469324194,0.39964339929499354,0.15995049682149953,0.6373261298944289,0.2649548840199169,0.08917468226935146,0.13463418111516853
0.49,0.16820936844695655,0.3986816416855216,0.15914466319020643,0.6365222250380571,0.26606229543172427,0.08790335315473012,0.13006899610132808
0.5,0.1656821905459585,0.39788265596099465,0.15839900779249427,0.6353411606740691,0.2673253179478812,0.08661461414825136,0.12556657882894373
0.51,0.16316138743361136,0.39720137392101557,0.15769537736044467,0.6338252649353522,0.2687248438799064,0.08531988298168469,0.12112130136266012
0.52,0.16064882731108945,0.3966334420598405,0.15703078033388093,0.6319923812831272,0.27023484818158366,0.08402749617911327,0.11676658229480415
0.53,0.15810755693209258,0.3961449891631724,0.15638868447809143,0.6298366454879994,0.271911728559425,0.08273321689206539,0.11245114015051666
0.54,0.15557378005873773,0.3957296092985719,0.15577332858953508,0.6274824720179106,0.27361122181399783,0.08145632198434179,0.10822431433973365
0.55,0.15303062638037243,0.3953734194236896,0.1551812793713186,0.6249509826183691,0.2753400706621841,0.08019299767645312,0.10407888381267213
0.56,0.1504915177100564,0.39507121594202377,0.15461458544580647,0.6223019097319566,0.2770514506588437,0.0789465772706714,0.10001806540010202
0.5700000000000001,0.14794025521697812,0.3948125770143001,0.1540689586341806,0.6195296705511946,0.2787842250632051,0.07770809372355797,0.09598147673553747
0.58,0.1454120680958766,0.3946013981730278,0.15355300347324893,0.6167348198491426,0.28041072952819984,0.07648665344808155,0.09200090366688743
0.59,0.14290139809483804,0.3944363571962713,0.15306813106983003,0.6139233745437882,0.28195683599818916,0.0752766614687336,0.0880646810639787
0.6,0.14041520639310287,0.39431464473182654,0.1526140290065303,0.6111117957828186,0.2834265151911029,0.07407805333807775,0.08416412126602223
0.61,0.13795846247485585,0.3942346000290034,0.15219009979732334,0.6083110101548662,0.28481292967703487,0.07289126007994784,0.08029105058284501
0.62,0.1355356078794399,0.3941951817169722,0.15179581671902936,0.6055279333850889,0.28611434464900076,0.07171656223255549,0.0764395864499228
0.63,0.13314856224421812,0.39420554166553495,0.1514298107897327,0.6027628971027033,0.287341554557427,0.07055457767162976,0.07260870266732533
0.64,0.13079705303779318,0.3942888922334893,0.15108941817057306,0.6000124194025681,0.2885076692846049,0.0694067116958171,0.06879966830869169
0.65,0.12847981907301803,0.39442157590588,0.1507711884232885,0.597270610735522,0.2896268464717124,0.06827480497508703,0.06501485484983502
0.66,0.12619442909176345,0.39458959214348055,0.1504709027550629,0.5945307475864777,0.29071497235246674,0.06716118056539734,0.06125803507491284
0.67,0.12393733777165351,0.3947848920120399,0.1501839556195336,0.5917847769827146,0.2917899484802685,0.06606835392002641,0.05753385046411867
0.68,0.1217043742969809,0.39500084781436695,0.1499062779432889,0.5890250663759111,0.2928645344478309,0.0649985156934089,0.053847112040829544
0.6900000000000001,0.11949130827385537,0.3952320519231559,0.14963466757104968,0.586245734452916,0.29394723269591794,0.06395327936653608,0.050202361468579385
0.7000000000000001,0.11729407443857189,0.3954731848613495,0.14936655471451263,0.5834430205430176,0.29504448451898735,0.06293382116742993,0.04660364405251292
0.71,0.11510908728096597,0.395720024523778,0.14910004779336203,0.5806156121950738,0.29615902852191767,0.06194090899598627,0.04305427022164943
0.72,0.11293368276089848,0.395970236035698,0.14883419382460544,0.5777649460787748,0.29728857293958916,0.06097473506938747,0.03957101817508671
0.73,0.11076670994342569,0.39622344817283767,0.14856902055335808,0.5748951130222933,0.298426565771723,0.060034901730865335,0.03640899024070303
0.74,0.1086136193108155,0.3964786149139939,0.14830489366590358,0.5720127515092893,0.29956406787597595,0.05912078819521249,0.03360708930491764
0.75,0.10649605454425073,0.39674008241430125,0.14804195829044164,0.5691229012448781,0.3006945270422922,0.058231866680217056,0.03111991842810164
0.76,0.10443591954319321,0.3970157441009312,0.14778153564151691,0.5662329615955968,0.3017979998096467,0.05736697920514047,0.02890866899282206
0.77,0.10245088384840707,0.3973122352326984,0.14752544638054818,0.5633503129965238,0.30286073054402235,0.05652465417162852,0.02693999698447914
0.78,0.10054471140286152,0.39763173126376367,0.14727472611396802,0.5604804319104599,0.30387783550638675,0.05570377147089796,0.025185122722413075
0.79,0.09873225485160177,0.3979746231710192,0.14703035858946986,0.5576284090338903,0.30484372965507267,0.05490326252939089,0.023619103502249994
0.8,0.09702233601269501,0.39833840182585323,0.14679237127270653,0.5547972107355348,0.3057609937088296,0.05412256148605051,0.022220241300692195
0.81,0.09541764679259175,0.3987214608535955,0.14656024936030032,0.551988024474666,0.3066315441905557,0.05336142584997947,0.02096959690741834
0.8200000000000001,0.09391855877604095,0.39912505283133193,0.1463338279855524,0.5492011491531159,0.3074547478628166,0.052619473115663645,0.01985058861249408
0.8300000000000001,0.09252362292818697,0.3995484318288904,0.14611276756683228,0.5464358127648354,0.30823364926161717,0.05189636707643091,0.01884865859457747
0.84,0.09123307230193353,0.3999880069108576,0.145895785779875,0.5436896934215636,0.30897632722532864,0.05119226178155281,0.017950993912413084
0.85,0.09004346150561403,0.40044219349133414,0.1456817715387075,0.5409601226179094,0.30968709583343296,0.05050726383581939,0.017146291841407833
0.86,0.08894361641519521,0.4009274784831882,0.14546767217645332,0.5381885866062809,0.3103960497084998,0.049836544381878456,0.016427115533418756
0.87,0.08793675247233222,0.4013842387257494,0.14525707979356828,0.5355157546682815,0.3110409433765503,0.04919339377501287,0.01578090427230191
0.88,0.08700294183558063,0.4018733108478981,0.1450439600483795,0.5328002996118993,0.31170944035420495,0.04856528146780722,0.015200655456392185
0.89,0.08614399394476523,0.40234512655476656,0.14483162451912224,0.5301357536896174,0.31234230207579733,0.04796024552614178,0.014679442399210218
0.9,0.08534225012797425,0.4028359625122646,0.14461494602111657,0.5274266548019152,0.31300026903141276,0.047370658171663,0.014211111997650096
0.91,0.08459936579231932,0.40330761026622947,0.14439801368605715,0.5247635957854215,0.31362711268606364,0.04680316876969571,0.013789827248056082
0.92,0.08390319866491688,0.4037890663672437,0.14417875883718836,0.5220875305924416,0.31426024492962595,0.04625283286820431,0.013411758754183647
0.93,0.0832518614205636,0.4042591986558622,0.14395918835501,0.5194403112846508,0.3148749743871357,0.04572167532379828,0.01307165947376897
0.9400000000000001,0.08263791931917754,0.40474075193604847,0.1437371700263388,0.5167699819132738,0.3154996393021515,0.04520501676796255,0.01276504911630586
0.9500000000000001,0.08205549522867073,0.4052390319632795,0.1435135954796386,0.5140589048783097,0.31612238680580257,0.04470087419673771,0.012490136032260188
0.96,0.08151127060446586,0.40570753801979553,0.14329442424577615,0.5114382319227567,0.31669189593528646,0.044216933948152654,0.012241735771241935
0.97,0.08099845112340599,0.40619240248550287,0.1430776385778857,0.5088200027074624,0.3172504581399944,0.04374658977206552,0.01201944262664363
0.98,0.08051399031047984,0.4066770903331972,0.14286400097287233,0.5062271415530136,0.3177900350951437,0.04328953744039387,0.01181824919999656
0.99,0.08005908954275637,0.40715887762952113,0.14265512253204085,0.5036696185852798,0.31829520362070934,0.04284629698677706,0.011637755744410987
1.0,0.07962628961813216,0.40767040777958724,0.14244746835078925,0.5010657329374555,0.3188070034812016,0.04241060053851428,0.011475257826534304
1.01,0.07922232817977838,0.408151543364758,0.14224747006982488,0.49855846768655504,0.31925664378358026,0.04199139136358014,0.011329062297411593
1.02,0.07883954154254139,0.4086580484340453,0.1420508421378497,0.4960403444584929,0.3197058640943772,0.04158087559494502,0.01119689491759339
1.03,0.07847992801589317,0.4091663614605656,0.14185881628262026,0.49353361360896036,0.3201302026280536,0.04118064693055014,0.011078550422019847
1.04,0.07814087319127813,0.40967093574667823,0.14167072644747777,0.49105862620248014,0.32053682740760636,0.04079157189683046,0.010971367036433364
1.05,0.07782111781556532,0.4101776749462359,0.141486475106814,0.4886025205096686,0.3209258807019826,0.04041293115026259,0.010874863015851397
1.06,0.07751823089879908,0.41068639221757347,0.14130548953786765,0.4861550782077111,0.3213025639164939,0.04004431592179191,0.010788438220322502
1.07,0.07723097107742735,0.4111890781488645,0.14112722861857518,0.4837363293325707,0.321668577899704,0.03968642341975788,0.010710146410989612
1.08,0.07695854103088837,0.4116815928500261,0.1409522385374073,0.48135121511184403,0.32201804941295564,0.0393398613440267,0.010639869064359184
1.09,0.07669646063915583,0.41219311429347455,0.14077751126410176,0.478935109721311,0.3223783531247988,0.03900071883505315,0.010576553648403396
1.1,0.07644576450013406,0.4126758964936709,0.14060653700537937,0.4765801356953696,0.32271172023807043,0.03867383326298884,0.010519506995094456
1.11,0.07620154846602474,0.41318250450256405,0.14043501250547044,0.4741836761774573,0.3230613961181404,0.03835369297139424,0.010468112640126996
1.12,0.07596630708821453,0.4136625426633499,0.1402666357365639,0.47183850961079005,0.32338581484104645,0.038044954520257294,0.01042190673006853
1.1300000000000001,0.07573748052287951,0.41414444258907135,0.14010062271048443,0.46951373221225867,0.3237082442044265,0.037745155830094364,0.010380052708902666
1.1400000000000001,0.07551484501851606,0.41461406204570855,0.13993776348400086,0.4672211855808928,0.3240148334873645,0.03745489196267175,0.010342489605963285
1.1500000000000001,0.075296733893168,0.41510081743668276,0.1397752972974996,0.46489942778937937,0.32432892655112944,0.03717068819236133,0.010308604975715731
1.16,0.07508501291024068,0.4155630489941819,0.13961697072962295,0.4626327526272453,0.3246148266073668,0.036896187906263096,0.010278075320570594
1.17,0.07487824018358341,0.4160418133376023,0.139460061374072,0.4603474617108837,0.3249038511622878,0.036627664428681504,0.010250568156071426
1.18,0.07467719103506117,0.41650335811012607,0.13930758068582028,0.4581099728704734,0.3251684395164374,0.03636760524471839,0.010225754257393901
1.19,0.07448297019557845,0.41697104100408267,0.13915757443218488,0.4558725005181939,0.32542693572603293,0.0361139261233129,0.010203493390419047
1.2,0.07429355761637803,0.4174362679585753,0.13901142557883356,0.4536630581817197,0.32567100975766516,0.03586699728350593,0.010183318284962292
1.21,0.07410926306563659,0.41789935063279476,0.13886889187210674,0.45146801121694496,0.32590132468153793,0.03562640328396943,0.010165222772251792
1.22,0.07393089969317945,0.41836179300870724,0.1387296175617768,0.449293279665628,0.32612285677935543,0.035391997735750205,0.01014884364824785
1.23,0.07375780819568215,0.4188210269699334,0.13859338299916504,0.44713083828152034,0.32633105244557503,0.035163643872490845,0.010134162670005362
1.24,0.0735902158023882,0.41927752283583714,0.13846014424264325,0.4449919450532148,0.3265306608813328,0.034941398999141976,0.010120863757022555
1.25,0.07342757602573718,0.41972400735461507,0.13833026455202205,0.4428827742189267,0.3267173937205001,0.034725636459687584,0.010108916488445432
1.26,0.0732691813979617,0.42018537160071207,0.13820139946572166,0.44075121059394157,0.3269057918799088,0.034514140471072624,0.010098150541541211
1.27,0.07311577767431013,0.42062053547806433,0.1380763099596366,0.43867706642204163,0.32707563869162637,0.034310001184002986,0.010088449874750303
1.28,0.07296531772963301,0.42107477274518446,0.13795192151638613,0.4365768486905661,0.32725114875453676,0.034109933285680204,0.01007970819694233
1.29,0.07281916782165151,0.4214996583931025,0.13783111769761627,0.4345376878265846,0.32740928528650864,0.03391715483209781,0.010071837325407689
1.3,0.07267502975550055,0.421943332341693,0.13771094311456974,0.43247488069933165,0.3275733650969978,0.033728321021870254,0.010064734208709826
1.31,0.07253388377936078,0.4223633372534037,0.1375937664549258,0.430458558479091,0.32772277415298584,0.033545865722554975,0.010058337156458536
1.32,0.07239414297972954,0.42279964901738115,0.13747691052197492,0.42841580012270264,0.32787656073331095,0.033367123267507626,0.0100525723617034
1.33,0.07225784841005656,0.42320571454230616,0.13736345837181047,0.4264358437435815,0.32801378386755586,0.033195089419110445,0.010047383637169584
1.34,0.07212339583097786,0.4236267463990244,0.1372510870985921,0.42444515202581085,0.3281546784851539,0.033026869096745244,0.010042687817960246
1.35,0.07199026479069703,0.42403364054515486,0.13714136306317487,0.42248154407365984,0.3282829513415234,0.03286360647485671,0.01003846872547528
1.36,0.07185888588500104,0.42445102732919576,0.13703242036803795,0.4205005876534749,0.3284113022425961,0.03270376395753152,0.010034666674238874
1.37,0.07172994443405051,0.4248489878304045,0.13692648707916694,0.41856453967753116,0.3285266045703525,0.0325491567120365,0.010031235936673188
1.3800000000000001,0.07160450569868519,0.42525014189902083,0.13682193014743355,0.41662995716281903,0.328639057094832,0.032398512380096126,0.010028156629870867
1.3900000000000001,0.07148049994428646,0.4256490587289458,0.13672000821500502,0.41471660436293223,0.3287432497106858,0.03225177839595507,0.010025366392452958
1.4000000000000001,0.07135859080654408,0.4260355955153651,0.13662107774998633,0.41283438453825905,0.32883799004004655,0.0321093801764758,0.010022862744309894
1.41,0.07123893986213219,0.42643376003223454,0.13652347791342104,0.41094198857629466,0.32893199533271866,0.03196984010800163,0.010020599066063653
1.42,0.0711213468084953,0.426815978217777,0.13642855396414266,0.4090821321692399,0.329014180625237,0.03183445355830647,0.010018563807903105
1.43,0.07100589576301142,0.4272124182780429,0.13633411198257064,0.407200422007146,0.3290957690490333,0.03170158280131704,0.010016729650233973
1.44,0.07089364752223269,0.4275881972529048,0.13624205946588244,0.4053612397874696,0.32916749660201294,0.031573142689700524,0.010015077742654897
1.45,0.07078439825377919,0.42796817764741985,0.13615143247816183,0.40352750672653553,0.32923852092200584,0.03144795187521414,0.010013586294476795
1.46,0.07067679332882534,0.4283427245794468,0.13606261746052714,0.4017054430784588,0.3293028403007696,0.0313261421134292,0.010012248027850711
1.47,0.07057121044651009,0.42870521763917685,0.13597627569632892,0.39992042627398144,0.32936156113341725,0.031208165927967855,0.010011037748629839
1.48,0.07046655221672037,0.42908008734233155,0.13589069565480866,0.3981145410970693,0.3294208603367434,0.031092503029764757,0.010009947065742385
1.49,0.07036413623556288,0.42943166516821396,0.13580778903693014,0.3963563630671298,0.32947167800344684,0.03098087473707804,0.010008964415258148
1.5,0.07026258743747876,0.4297998383140096,0.135725519332199,0.39457251805663,0.32952351351250053,0.030871313676439978,0.010008079674519632
1.51,0.0701637897757779,0.4301479058570676,0.13564533140555554,0.39282612219396784,0.3295684617343404,0.030765486549348454,0.010007282769797135
1.52,0.07006598170809732,0.43049657093798316,0.13556680215249442,0.3910940408641456,0.3296118854526673,0.030662485553247392,0.01000656110976408
1.53,0.06996908120985,0.430835472025304,0.13549020221501024,0.389384316622401,0.32965096018424067,0.030562529669465405,0.01000591297107463
1.54,0.06987288959910942,0.43118785660731485,0.1354142034056412,0.3876496147221399,0.3296886077917461,0.03046436345994416,0.010005329599470588
1.55,0.06977950432156972,0.43151819519130774,0.13534040625343693,0.3859594871892627,0.3297187758648306,0.030369667403747275,0.010004803489843884
1.56,0.0696875653986673,0.4318566909343062,0.13526764310625133,0.38426428225854575,0.32974880095868103,0.03027714020481021,0.01000432863950145
1.57,0.0695958546484677,0.4321846612988736,0.13519688927270032,0.3825953576455678,0.3297728082832003,0.03018726009795045,0.010003899711860107
1.58,0.06950609532185076,0.4325176333927139,0.13512678114598445,0.3809116785690518,0.3297948038778689,0.030099346642395646,0.010003515203999034
1.59,0.0694178067006701,0.4328327391333491,0.13505922898704967,0.3792780768030814,0.3298110299820566,0.030014479248690554,0.010003167542470706
1.6,0.06933128490339054,0.4331551116303471,0.13499267773484358,0.3776381225240339,0.32982564561272,0.029931490294467983,0.01000285426573702
1.61,0.06924576262170375,0.4334703699123366,0.13492787629656927,0.37601431281317377,0.3298350222778408,0.029850714686061507,0.010002572884625652
1.62,0.06916138168275597,0.4337844190193929,0.1348648135101462,0.3744060599776237,0.32984193939514406,0.029771940808154145,0.010002317937057272
1.6300000000000001,0.0690777175321782,0.43409368784041663,0.13480318789390458,0.3728086783929476,0.32984624695154957,0.029695183091967878,0.01000208825244385
1.6400000000000001,0.06899545664100498,0.43439396716168566,0.13474314256194897,0.3712329208410386,0.32984754279288614,0.029620692680896524,0.010001881967499964
1.6500000000000001,0.06891501438808376,0.4346947471065252,0.13468420424155803,0.3696630003409871,0.3298467599019376,0.029548096405284805,0.010001696234274448
1.6600000000000001,0.06883539724740892,0.4350026587919594,0.1346259009114818,0.3680784982798021,0.3298441665109512,0.02947688363682109,0.010001528657516759
1.67,0.06875777445962415,0.43528950668676547,0.1345696791677152,0.3665415356868412,0.3298404998620004,0.02940823859561254,0.010001377747459727
1.68,0.06868140831377711,0.43558315784885493,0.13451416755150095,0.36500065760359524,0.3298354234442938,0.029341165185584453,0.010001241226672692
1.69,0.06860626080032159,0.43587154273919665,0.1344598658439169,0.36347027029880546,0.3298287486024474,0.02927585356568206,0.010001118677245444
1.7,0.06853326606958889,0.4361545129734873,0.13440711369934674,0.3619614502953716,0.3298206535377016,0.029212342856101706,0.010001008165520802
1.71,0.0684598524433291,0.43644884960488256,0.13435507672535824,0.3604323102974384,0.3298101708649059,0.02914981439589858,0.010000908571041862
1.72,0.06838784254478127,0.4367250782150848,0.13430448084041005,0.35893596291136015,0.3297980526547982,0.029089411608383454,0.01000081901319344
1.73,0.06831683566054003,0.43700114749196134,0.134255007195229,0.35745453604077826,0.3297849383150572,0.029030632197845466,0.010000737857422327
1.74,0.06824603572463274,0.4372748662319149,0.13420672548508428,0.3559829512142891,0.32977009769438864,0.028973281540756658,0.010000664743368153
1.75,0.06817786818836057,0.43755264674047734,0.1341587919361585,0.3544959702914217,0.3297527664829873,0.028917107760659148,0.010000599132731366
1.76,0.0681098753568743,0.43781662573533303,0.13411289250600059,0.35305171723353906,0.32973372276921964,0.028862693128038384,0.010000539764884292
1.77,0.06804386621771724,0.4380877900737972,0.1340672668123475,0.3515894420064306,0.3297128391837206,0.02880937381788163,0.010000486493697808
1.78,0.0679777798632091,0.43834588251964324,0.13402358773714232,0.3501684774175393,0.3296907455042413,0.02875771094760209,0.010000438287226722
1.79,0.06791154383167976,0.4386062564098094,0.13398108578887924,0.3487486932474799,0.32966667999968674,0.02870711991584041,0.010000395105298338
1.8,0.06784625980229325,0.43886376148060413,0.1339398329679732,0.3473443941678761,0.3296416396934021,0.02865774189416843,0.010000355954477808
1.81,0.06778182159067515,0.43911793906643454,0.1338996811331559,0.34594674555972543,0.3296145944896577,0.02860952121722801,0.010000320849148347
1.82,0.06771874211968795,0.43937135021565776,0.13386070788052237,0.3445611864184615,0.32958626812570213,0.0285624031976183,0.010000289056345351
1.83,0.06765608114591727,0.4396171325225711,0.1338230461256225,0.34319414421319827,0.32955629441748047,0.028516508867684604,0.010000260502481092
1.84,0.06759486435556723,0.4398606604288363,0.13378615791444912,0.3418354529766563,0.3295247431458612,0.0284717859477497,0.010000234767743048
1.85,0.06753436502854304,0.44011240775201155,0.13374972682803185,0.34046032278011445,0.3294908690958551,0.028427784944658592,0.01000021157531154
1.86,0.06747501192091059,0.4403466566941824,0.1337149259008893,0.33912734693979496,0.329456449525321,0.028385251692311313,0.0100001906921357
1.87,0.06741685178049789,0.44058582434323584,0.13368062937991454,0.3377913621237515,0.32942055808791404,0.028343643076103615,0.010000171796541278
1.8800000000000001,0.06736008928165411,0.440823588671884,0.13364688898444016,0.33645384479690205,0.32938331189248765,0.02830300295594618,0.010000154878591414
1.8900000000000001,0.06730403165357271,0.4410534955497263,0.13361453320447436,0.33514637829229155,0.3293454525611232,0.028263492287090783,0.01000013957090996
